QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,PRODUCTLINE,MSRP,COUNTRY,DEALSIZE,sale_year,sale_month,sale_day
40,100.0,4,6549.2,2004-05-05,Classic Cars,163,Spain,Medium,2004,5,5
30,100.0,3,5697.9,2004-06-15,Classic Cars,163,Singapore,Medium,2004,6,15
50,100.0,4,9169.0,2004-07-20,Classic Cars,163,USA,Large,2004,7,20
23,100.0,13,3238.63,2004-08-20,Classic Cars,163,USA,Medium,2004,8,20
26,100.0,7,4554.94,2004-09-08,Classic Cars,163,USA,Medium,2004,9,8
27,100.0,4,3934.44,2004-10-13,Classic Cars,163,USA,Medium,2004,10,13
42,100.0,13,5776.26,2004-10-22,Classic Cars,163,Denmark,Medium,2004,10,22
47,100.0,8,7207.45,2004-11-05,Classic Cars,163,USA,Large,2004,11,5
49,100.0,6,7460.74,2004-11-20,Classic Cars,163,France,Large,2004,11,20
38,100.0,8,6719.54,2004-12-01,Classic Cars,163,USA,Medium,2004,12,1
20,100.0,10,2428.0,2004-12-10,Classic Cars,163,Spain,Small,2004,12,10
25,100.0,7,2602.25,2005-01-23,Classic Cars,163,USA,Small,2005,1,23
25,88.0,5,2200.0,2005-02-17,Classic Cars,163,USA,Small,2005,2,17
41,100.0,4,6712.93,2005-05-03,Classic Cars,163,Spain,Medium,2005,5,3
28,100.0,3,5318.04,2005-05-31,Classic Cars,163,France,Medium,2005,5,31
50,67.8,2,3390.0,2003-01-06,Vintage Cars,60,USA,Medium,2003,1,6
32,50.25,6,1608.0,2003-03-18,Vintage Cars,60,UK,Small,2003,3,18
42,53.88,5,2262.96,2003-05-21,Vintage Cars,60,USA,Small,2003,5,21
24,62.36,10,1496.64,2003-09-12,Vintage Cars,60,USA,Small,2003,9,12
27,69.62,8,1879.74,2003-10-18,Vintage Cars,60,USA,Small,2003,10,18
26,57.51,12,1495.26,2003-11-05,Vintage Cars,60,Italy,Small,2003,11,5
38,61.15,9,2323.7,2003-11-12,Vintage Cars,60,USA,Small,2003,11,12
42,59.33,13,2491.86,2003-11-21,Vintage Cars,60,Australia,Small,2003,11,21
23,71.44,3,1643.12,2003-12-02,Vintage Cars,60,USA,Small,2003,12,2
21,62.96,6,1322.16,2004-01-26,Vintage Cars,60,Spain,Small,2004,1,26
28,50.85,9,1423.8,2004-03-02,Vintage Cars,60,France,Small,2004,3,2
33,72.65,1,2397.45,2004-04-13,Vintage Cars,60,France,Small,2004,4,13
25,62.96,15,1574.0,2004-08-17,Vintage Cars,60,Italy,Small,2004,8,17
28,61.75,4,1729.0,2004-09-01,Vintage Cars,60,Singapore,Small,2004,9,1
46,49.04,2,2255.84,2004-10-06,Vintage Cars,60,Spain,Small,2004,10,6
30,61.15,16,1834.5,2004-10-21,Vintage Cars,60,USA,Small,2004,10,21
38,84.25,9,3201.5,2004-11-17,Vintage Cars,60,UK,Medium,2004,11,17
40,56.91,2,2276.4,2004-11-25,Vintage Cars,60,France,Small,2004,11,25
45,100.0,4,8884.8,2005-01-12,Vintage Cars,60,USA,Large,2005,1,12
27,49.3,1,1331.1,2005-02-10,Vintage Cars,60,Spain,Small,2005,2,10
42,72.65,1,3051.3,2005-04-22,Vintage Cars,60,USA,Medium,2005,4,22
36,63.57,4,2288.52,2005-05-29,Vintage Cars,60,Australia,Small,2005,5,29
29,100.0,12,3772.61,2003-01-31,Trucks and Buses,122,Spain,Medium,2003,1,31
39,100.0,3,4164.42,2003-04-01,Trucks and Buses,122,France,Medium,2003,4,1
45,100.0,14,6295.95,2003-06-03,Trucks and Buses,122,USA,Medium,2003,6,3
47,100.0,8,6287.66,2003-08-01,Trucks and Buses,122,Finland,Medium,2003,8,1
49,100.0,6,5412.54,2003-09-21,Trucks and Buses,122,Finland,Medium,2003,9,21
46,100.0,15,5984.14,2003-10-22,Trucks and Buses,122,Singapore,Medium,2003,10,22
48,100.0,4,5891.04,2003-11-06,Trucks and Buses,122,UK,Medium,2003,11,6
46,100.0,9,5984.14,2003-11-14,Trucks and Buses,122,Spain,Medium,2003,11,14
35,100.0,9,3608.15,2003-11-25,Trucks and Buses,122,USA,Medium,2003,11,25
43,100.0,10,5752.54,2003-12-09,Trucks and Buses,122,USA,Medium,2003,12,9
26,100.0,4,3765.32,2004-03-11,Trucks and Buses,122,USA,Medium,2004,3,11
22,98.18,8,2159.96,2004-05-05,Trucks and Buses,122,Spain,Small,2004,5,5
34,99.41,7,3379.94,2004-06-15,Trucks and Buses,122,Singapore,Medium,2004,6,15
50,100.0,8,5093.5,2004-07-20,Trucks and Buses,122,USA,Medium,2004,7,20
48,100.0,4,5773.44,2004-08-19,Trucks and Buses,122,USA,Medium,2004,8,19
41,100.0,11,4528.86,2004-09-08,Trucks and Buses,122,USA,Medium,2004,9,8
36,100.0,8,4816.08,2004-10-13,Trucks and Buses,122,USA,Medium,2004,10,13
29,100.0,2,3416.78,2004-10-22,Trucks and Buses,122,Canada,Medium,2004,10,22
33,37.48,10,1236.84,2004-11-05,Trucks and Buses,122,USA,Small,2004,11,5
46,100.0,6,5814.86,2004-11-19,Trucks and Buses,122,Sweden,Medium,2004,11,19
38,100.0,7,5223.48,2004-12-01,Trucks and Buses,122,USA,Medium,2004,12,1
20,36.42,11,728.4,2004-12-10,Trucks and Buses,122,Spain,Small,2004,12,10
22,100.0,5,3949.0,2005-01-20,Trucks and Buses,122,Australia,Medium,2005,1,20
27,100.0,11,3843.99,2005-02-22,Trucks and Buses,122,Spain,Medium,2005,2,22
56,98.18,8,5498.08,2005-05-03,Trucks and Buses,122,Spain,Medium,2005,5,3
38,99.41,7,3777.58,2005-05-31,Trucks and Buses,122,France,Medium,2005,5,31
25,100.0,4,3782.0,2003-01-09,Vintage Cars,127,Germany,Medium,2003,1,9
33,100.0,4,3859.68,2003-03-18,Vintage Cars,127,UK,Medium,2003,3,18
42,100.0,3,4431.84,2003-05-21,Vintage Cars,127,USA,Medium,2003,5,21
33,100.0,8,4950.33,2003-09-12,Vintage Cars,127,USA,Medium,2003,9,12
38,100.0,6,4299.7,2003-10-18,Vintage Cars,127,USA,Medium,2003,10,18
31,100.0,10,4492.83,2003-11-05,Vintage Cars,127,Italy,Medium,2003,11,5
20,100.0,7,2212.0,2003-11-12,Vintage Cars,127,USA,Small,2003,11,12
44,100.0,11,4642.88,2003-11-21,Vintage Cars,127,Australia,Medium,2003,11,21
26,100.0,1,3206.32,2003-12-02,Vintage Cars,127,USA,Medium,2003,12,2
27,100.0,4,3604.23,2004-01-26,Vintage Cars,127,Spain,Medium,2004,1,26
46,100.0,7,7017.76,2004-03-02,Vintage Cars,127,France,Large,2004,3,2
47,100.0,2,6154.18,2004-04-26,Vintage Cars,127,USA,Medium,2004,4,26
37,100.0,13,4750.8,2004-08-17,Vintage Cars,127,Italy,Medium,2004,8,17
31,100.0,2,3822.92,2004-09-01,Vintage Cars,127,Singapore,Medium,2004,9,1
24,100.0,17,2440.8,2004-10-11,Vintage Cars,127,France,Small,2004,10,11
31,100.0,14,4729.36,2004-10-21,Vintage Cars,127,USA,Medium,2004,10,21
50,100.0,6,12536.5,2004-11-04,Vintage Cars,127,USA,Large,2004,11,4
35,64.69,8,2264.15,2004-11-17,Vintage Cars,127,UK,Small,2004,11,17
30,100.0,3,3928.2,2004-11-25,Vintage Cars,127,France,Medium,2004,11,25
29,100.0,3,3630.22,2004-12-09,Vintage Cars,127,France,Medium,2004,12,9
27,100.0,5,4196.07,2005-01-12,Vintage Cars,127,USA,Medium,2005,1,12
40,100.0,10,4931.6,2005-02-16,Vintage Cars,127,Spain,Medium,2005,2,16
31,98.99,16,3068.69,2005-03-04,Vintage Cars,127,USA,Medium,2005,3,4
6,100.0,2,785.64,2005-04-23,Vintage Cars,127,Singapore,Small,2005,4,23
45,100.0,2,4977.0,2005-05-29,Vintage Cars,127,Australia,Medium,2005,5,29
22,54.09,2,1189.98,2003-01-29,Trucks and Buses,60,Norway,Small,2003,1,29
45,68.67,6,3090.15,2003-04-01,Trucks and Buses,60,France,Medium,2003,4,1
43,65.02,2,2795.86,2003-05-28,Trucks and Buses,60,Spain,Small,2003,5,28
46,61.99,2,2851.54,2003-07-24,Trucks and Buses,60,USA,Small,2003,7,24
39,69.28,9,2701.92,2003-09-21,Trucks and Buses,60,Finland,Small,2003,9,21
31,71.1,18,2204.1,2003-10-22,Trucks and Buses,60,Singapore,Small,2003,10,22
41,69.28,7,2840.48,2003-11-06,Trucks and Buses,60,UK,Small,2003,11,6
44,60.16,12,2647.04,2003-11-14,Trucks and Buses,60,Spain,Small,2003,11,14
45,70.49,2,3172.05,2003-11-25,Trucks and Buses,60,France,Medium,2003,11,25
37,69.89,13,2585.93,2003-12-09,Trucks and Buses,60,USA,Small,2003,12,9
35,61.38,2,2148.3,2004-02-04,Trucks and Buses,60,Singapore,Small,2004,2,4
28,59.55,7,1667.4,2004-03-11,Trucks and Buses,60,USA,Small,2004,3,11
30,61.99,11,1859.7,2004-05-05,Trucks and Buses,60,Spain,Small,2004,5,5
30,49.22,10,1476.6,2004-06-15,Trucks and Buses,60,Singapore,Small,2004,6,15
25,69.28,11,1732.0,2004-07-20,Trucks and Buses,60,USA,Small,2004,7,20
29,57.73,7,1674.17,2004-08-19,Trucks and Buses,60,USA,Small,2004,8,19
26,57.73,2,1500.98,2004-09-08,Trucks and Buses,60,Sweden,Small,2004,9,8
41,53.48,11,2192.68,2004-10-13,Trucks and Buses,60,USA,Small,2004,10,13
34,52.87,5,1797.58,2004-10-22,Trucks and Buses,60,Canada,Small,2004,10,22
35,61.21,11,2142.35,2004-11-04,Trucks and Buses,60,USA,Small,2004,11,4
34,61.38,1,2086.92,2004-11-19,Trucks and Buses,60,Sweden,Small,2004,11,19
50,100.0,8,6834.5,2004-11-29,Trucks and Buses,60,Australia,Medium,2004,11,29
41,61.99,7,2541.59,2004-12-10,Trucks and Buses,60,USA,Small,2004,12,10
22,96.86,7,2130.92,2005-01-20,Trucks and Buses,60,Australia,Small,2005,1,20
35,48.62,7,1701.7,2005-02-17,Trucks and Buses,60,USA,Small,2005,2,17
44,38.5,5,1694.0,2005-03-09,Trucks and Buses,60,Australia,Small,2005,3,9
47,61.99,11,2913.53,2005-05-03,Trucks and Buses,60,Spain,Small,2005,5,3
19,49.22,10,935.18,2005-05-31,Trucks and Buses,60,France,Small,2005,5,31
34,90.39,2,3073.26,2003-02-17,Planes,84,Italy,Medium,2003,2,17
29,71.81,8,2082.49,2003-04-29,Planes,84,Australia,Small,2003,4,29
49,69.27,3,3394.23,2003-06-27,Planes,84,Spain,Medium,2003,6,27
30,85.32,14,2559.6,2003-08-25,Planes,84,USA,Small,2003,8,25
21,70.96,9,1490.16,2003-10-28,Planes,84,USA,Small,2003,10,28
50,76.88,7,3844.0,2004-01-12,Planes,84,Japan,Medium,2004,1,12
47,100.0,9,4724.91,2004-02-20,Planes,84,Australia,Medium,2004,2,20
24,76.03,3,1824.72,2004-04-02,Planes,84,Canada,Small,2004,4,2
27,98.84,4,2668.68,2004-05-11,Planes,84,USA,Small,2004,5,11
33,86.17,10,2843.61,2004-06-28,Planes,84,USA,Small,2004,6,28
35,90.39,9,3163.65,2004-07-23,Planes,84,France,Medium,2004,7,23
31,71.81,1,2226.11,2004-08-21,Planes,84,Norway,Small,2004,8,21
25,82.79,4,2069.75,2004-09-16,Planes,84,Ireland,Small,2004,9,16
27,82.79,7,2235.33,2004-10-15,Planes,84,USA,Small,2004,10,15
31,100.0,9,3116.43,2004-11-02,Planes,84,USA,Medium,2004,11,2
45,100.0,8,4781.7,2004-11-10,Planes,84,Denmark,Medium,2004,11,10
27,100.0,2,2810.7,2004-11-23,Planes,84,Japan,Small,2004,11,23
27,100.0,1,3515.67,2004-12-04,Planes,84,USA,Medium,2004,12,4
42,69.27,2,2909.34,2005-02-02,Planes,84,Australia,Small,2005,2,2
21,74.77,18,1570.17,2005-03-01,Planes,84,Spain,Small,2005,3,1
34,76.88,15,2613.92,2005-03-30,Planes,84,France,Small,2005,3,30
42,76.03,3,3193.26,2005-04-03,Planes,84,USA,Medium,2005,4,3
15,98.84,4,1482.6,2005-05-10,Planes,84,Italy,Small,2005,5,10
29,70.87,6,2055.23,2003-02-24,Motorcycles,60,USA,Small,2003,2,24
46,58.15,4,2674.9,2003-04-29,Motorcycles,60,Australia,Small,2003,4,29
30,61.78,6,1853.4,2003-07-01,Motorcycles,60,France,Small,2003,7,1
30,49.67,10,1490.1,2003-08-25,Motorcycles,60,USA,Small,2003,8,25
42,51.48,18,2162.16,2003-10-10,Motorcycles,60,USA,Small,2003,10,10
46,61.18,5,2814.28,2003-10-28,Motorcycles,60,USA,Small,2003,10,28
25,64.2,13,1605.0,2003-11-11,Motorcycles,60,France,Small,2003,11,11
32,65.42,5,2093.44,2003-11-18,Motorcycles,60,Norway,Small,2003,11,18
30,64.81,6,1944.3,2003-12-01,Motorcycles,60,USA,Small,2003,12,1
40,49.67,3,1986.8,2004-01-12,Motorcycles,60,Japan,Small,2004,1,12
28,60.57,5,1695.96,2004-02-20,Motorcycles,60,Australia,Small,2004,2,20
23,55.72,2,1281.56,2004-04-03,Motorcycles,60,USA,Small,2004,4,3
29,61.18,6,1774.22,2004-05-18,Motorcycles,60,USA,Small,2004,5,18
34,58.75,6,1997.5,2004-06-28,Motorcycles,60,USA,Small,2004,6,28
37,63.6,5,2353.2,2004-07-23,Motorcycles,60,France,Small,2004,7,23
20,49.06,10,981.2,2004-08-27,Motorcycles,60,USA,Small,2004,8,27
32,48.46,2,1550.72,2004-09-27,Motorcycles,60,France,Small,2004,9,27
34,52.09,3,1771.06,2004-10-15,Motorcycles,60,USA,Small,2004,10,15
42,52.7,5,2213.4,2004-11-02,Motorcycles,60,USA,Small,2004,11,2
38,100.0,12,5266.04,2004-11-15,Motorcycles,60,USA,Medium,2004,11,15
30,62.16,1,1864.8,2004-11-23,Motorcycles,60,Japan,Small,2004,11,23
23,49.67,3,1142.41,2005-01-05,Motorcycles,60,USA,Small,2005,1,5
22,53.3,4,1172.6,2005-02-02,Motorcycles,60,Australia,Small,2005,2,2
39,100.0,5,6981.0,2005-03-03,Motorcycles,60,Sweden,Medium,2005,3,3
55,55.72,2,3064.6,2005-04-07,Motorcycles,60,France,Medium,2005,4,7
36,61.18,6,2202.48,2005-05-13,Motorcycles,60,Spain,Small,2005,5,13
26,100.0,1,3773.38,2003-01-09,Vintage Cars,168,Germany,Medium,2003,1,9
31,100.0,1,5074.39,2003-03-18,Vintage Cars,168,UK,Medium,2003,3,18
34,100.0,2,6483.46,2003-05-21,Vintage Cars,168,Australia,Medium,2003,5,21
41,100.0,8,7956.46,2003-07-16,Vintage Cars,168,Australia,Large,2003,7,16
23,100.0,5,4230.62,2003-09-12,Vintage Cars,168,USA,Medium,2003,9,12
48,100.0,3,7209.12,2003-10-18,Vintage Cars,168,USA,Large,2003,10,18
22,100.0,7,3452.68,2003-11-05,Vintage Cars,168,Italy,Medium,2003,11,5
21,100.0,4,3047.73,2003-11-12,Vintage Cars,168,USA,Medium,2003,11,12
22,100.0,8,3675.32,2003-11-21,Vintage Cars,168,Australia,Medium,2003,11,21
40,100.0,3,7492.4,2003-12-03,Vintage Cars,168,Spain,Large,2003,12,3
50,100.0,1,9534.5,2004-01-26,Vintage Cars,168,Spain,Large,2004,1,26
29,100.0,4,5579.02,2004-03-02,Vintage Cars,168,France,Medium,2004,3,2
43,100.0,8,5950.34,2004-04-29,Vintage Cars,168,Spain,Medium,2004,4,29
24,100.0,1,3726.0,2004-06-04,Vintage Cars,168,France,Medium,2004,6,4
22,100.0,10,4455.0,2004-08-17,Vintage Cars,168,Italy,Medium,2004,8,17
43,100.0,3,8272.34,2004-09-03,Vintage Cars,168,Norway,Large,2004,9,3
20,100.0,14,3577.6,2004-10-11,Vintage Cars,168,France,Medium,2004,10,11
25,100.0,11,3881.25,2004-10-21,Vintage Cars,168,USA,Medium,2004,10,21
36,100.0,2,5797.44,2004-11-04,Vintage Cars,168,USA,Medium,2004,11,4
24,52.67,1,1264.08,2004-11-17,Vintage Cars,168,UK,Small,2004,11,17
21,100.0,6,4815.3,2004-11-29,Vintage Cars,168,Australia,Medium,2004,11,29
30,100.0,1,4462.2,2004-12-09,Vintage Cars,168,France,Medium,2004,12,9
32,94.79,7,3033.28,2005-01-12,Vintage Cars,168,USA,Medium,2005,1,12
21,47.18,8,990.78,2005-02-16,Vintage Cars,168,Spain,Small,2005,2,16
26,78.11,7,2030.86,2005-03-04,Vintage Cars,168,USA,Small,2005,3,4
35,100.0,1,5433.75,2005-05-29,Vintage Cars,168,USA,Medium,2005,5,29
26,100.0,1,3157.44,2003-03-10,Classic Cars,132,USA,Medium,2003,3,10
46,100.0,3,5161.2,2003-05-20,Classic Cars,132,France,Medium,2003,5,20
37,100.0,3,4346.76,2003-07-10,Classic Cars,132,France,Medium,2003,7,10
27,100.0,10,3528.36,2003-09-11,Classic Cars,132,Australia,Medium,2003,9,11
23,100.0,9,3187.8,2003-10-17,Classic Cars,132,Denmark,Medium,2003,10,17
39,100.0,7,6023.16,2003-11-05,Classic Cars,132,USA,Medium,2003,11,5
27,100.0,3,3884.76,2003-11-12,Classic Cars,132,Norway,Medium,2003,11,12
38,100.0,8,4965.84,2003-11-20,Classic Cars,132,USA,Medium,2003,11,20
27,100.0,14,4169.88,2003-12-02,Classic Cars,132,USA,Medium,2003,12,2
40,100.0,7,4910.4,2004-01-16,Classic Cars,132,Spain,Medium,2004,1,16
24,100.0,5,3231.36,2004-02-26,Classic Cars,132,USA,Medium,2004,2,26
44,100.0,12,6853.44,2004-04-13,Classic Cars,132,France,Medium,2004,4,13
37,100.0,2,5177.04,2004-06-01,Classic Cars,132,UK,Medium,2004,6,1
20,100.0,3,2824.8,2004-07-06,Classic Cars,132,Italy,Small,2004,7,6
39,100.0,3,4324.32,2004-08-06,Classic Cars,132,USA,Medium,2004,8,6
44,100.0,1,5052.96,2004-08-30,Classic Cars,132,Switzerland,Medium,2004,8,30
22,100.0,5,3223.44,2003-10-05,Classic Cars,132,Norway,Medium,2003,10,5
43,100.0,10,5278.68,2004-10-16,Classic Cars,132,Spain,Medium,2004,10,16
27,100.0,7,2851.2,2004-11-04,Classic Cars,132,USA,Small,2004,11,4
26,64.9,10,1687.4,2004-11-17,Classic Cars,132,USA,Small,2004,11,17
25,52.32,3,1308.0,2004-11-24,Classic Cars,132,France,Small,2004,11,24
49,100.0,2,6144.6,2005-01-10,Classic Cars,132,Belgium,Medium,2005,1,10
29,100.0,5,5127.2,2005-02-10,Classic Cars,132,Spain,Medium,2005,2,10
41,100.0,12,6386.16,2005-04-22,Classic Cars,132,USA,Medium,2005,4,22
55,100.0,2,7695.6,2005-05-17,Classic Cars,132,Austria,Large,2005,5,17
27,83.07,12,2242.89,2003-01-29,Vintage Cars,101,Norway,Small,2003,1,29
23,100.0,2,2539.89,2003-03-24,Vintage Cars,101,Sweden,Small,2003,3,24
31,90.17,12,2795.27,2003-05-28,Vintage Cars,101,Spain,Small,2003,5,28
46,100.0,1,5545.76,2003-07-16,Vintage Cars,101,Australia,Medium,2003,7,16
47,91.18,9,4285.46,2003-09-19,Vintage Cars,101,Singapore,Medium,2003,9,19
31,100.0,2,3329.09,2003-10-20,Vintage Cars,101,USA,Medium,2003,10,20
46,100.0,5,5592.22,2003-11-06,Vintage Cars,101,Australia,Medium,2003,11,6
37,89.15,9,3298.55,2003-11-13,Vintage Cars,101,USA,Medium,2003,11,13
28,93.21,1,2609.88,2003-11-21,Vintage Cars,101,Australia,Small,2003,11,21
37,90.17,7,3336.29,2003-12-05,Vintage Cars,101,Canada,Medium,2003,12,5
49,100.0,4,5510.05,2004-01-29,Vintage Cars,101,USA,Medium,2004,1,29
24,100.0,3,2504.4,2004-03-10,Vintage Cars,101,USA,Small,2004,3,10
30,100.0,1,3525.6,2004-04-29,Vintage Cars,101,Spain,Medium,2004,4,29
50,88.14,1,4407.0,2004-06-14,Vintage Cars,101,USA,Medium,2004,6,14
31,96.24,10,2983.44,2004-07-19,Vintage Cars,101,Australia,Small,2004,7,19
46,100.0,3,5126.24,2004-08-17,Vintage Cars,101,Italy,Medium,2004,8,17
47,100.0,12,5713.79,2004-09-08,Vintage Cars,101,Sweden,Medium,2004,9,8
46,100.0,7,4613.8,2004-10-11,Vintage Cars,101,France,Medium,2004,10,11
37,100.0,4,3711.1,2004-10-21,Vintage Cars,101,USA,Medium,2004,10,21
33,100.0,12,3524.73,2004-11-04,Vintage Cars,101,USA,Medium,2004,11,4
31,90.17,5,2795.27,2004-11-18,Vintage Cars,101,USA,Small,2004,11,18
48,100.0,9,4814.4,2004-11-29,Vintage Cars,101,Australia,Medium,2004,11,29
41,87.13,6,3572.33,2004-12-10,Vintage Cars,101,USA,Medium,2004,12,10
42,100.0,1,4581.36,2005-01-20,Vintage Cars,101,USA,Medium,2005,1,20
41,100.0,8,4319.76,2005-02-17,Vintage Cars,101,USA,Medium,2005,2,17
32,45.25,6,1448.0,2005-03-09,Vintage Cars,101,Australia,Small,2005,3,9
10,88.14,1,881.4,2005-05-30,Vintage Cars,101,Belgium,Small,2005,5,30
35,57.46,14,2011.1,2003-01-29,Vintage Cars,62,Norway,Small,2003,1,29
28,64.33,2,1801.24,2003-03-25,Vintage Cars,62,USA,Small,2003,3,25
46,73.7,14,3390.2,2003-05-28,Vintage Cars,62,Spain,Medium,2003,5,28
20,71.2,3,1424.0,2003-07-16,Vintage Cars,62,Australia,Small,2003,7,16
30,49.97,11,1499.1,2003-09-19,Vintage Cars,62,Singapore,Small,2003,9,19
48,69.96,4,3358.08,2003-10-20,Vintage Cars,62,USA,Medium,2003,10,20
28,53.72,2,1504.16,2003-11-05,Vintage Cars,62,Italy,Small,2003,11,5
39,68.08,11,2655.12,2003-11-13,Vintage Cars,62,USA,Small,2003,11,13
24,51.84,3,1244.16,2003-11-21,Vintage Cars,62,Australia,Small,2003,11,21
28,67.46,9,1888.88,2003-12-05,Vintage Cars,62,Canada,Small,2003,12,5
31,58.71,6,1820.01,2004-01-29,Vintage Cars,62,USA,Small,2004,1,29
45,63.71,5,2866.95,2004-03-10,Vintage Cars,62,USA,Small,2004,3,10
24,58.09,3,1394.16,2004-04-29,Vintage Cars,62,Spain,Small,2004,4,29
49,53.72,3,2632.28,2004-06-14,Vintage Cars,62,USA,Small,2004,6,14
32,63.08,1,2018.56,2004-07-16,Vintage Cars,62,Austria,Small,2004,7,16
43,68.71,5,2954.53,2004-08-17,Vintage Cars,62,Italy,Small,2004,8,17
37,50.59,14,1871.83,2004-09-08,Vintage Cars,62,Sweden,Small,2004,9,8
24,64.96,9,1559.04,2004-10-11,Vintage Cars,62,France,Small,2004,10,11
35,53.72,6,1880.2,2004-10-21,Vintage Cars,62,USA,Small,2004,10,21
41,29.87,13,1224.67,2004-11-04,Vintage Cars,62,USA,Small,2004,11,4
26,100.0,17,2979.08,2004-11-17,Vintage Cars,62,UK,Small,2004,11,17
34,64.96,10,2208.64,2004-11-29,Vintage Cars,62,Australia,Small,2004,11,29
49,70.58,5,3458.42,2004-12-10,Vintage Cars,62,USA,Medium,2004,12,10
28,44.21,6,1237.88,2005-01-20,Vintage Cars,62,USA,Small,2005,1,20
40,68.08,4,2723.2,2005-02-17,Vintage Cars,62,USA,Small,2005,2,17
37,59.96,3,2218.52,2005-03-10,Vintage Cars,62,Austria,Small,2005,3,10
31,53.72,3,1665.32,2005-05-30,Vintage Cars,62,Belgium,Small,2005,5,30
41,83.44,18,3421.04,2003-02-17,Ships,86,Italy,Medium,2003,2,17
21,89.46,9,1878.66,2003-04-28,Ships,86,Austria,Small,2003,4,28
40,96.34,2,3853.6,2003-06-16,Ships,86,USA,Medium,2003,6,16
46,74.84,13,3442.64,2003-08-10,Ships,86,USA,Medium,2003,8,10
44,79.14,11,3482.16,2003-10-06,Ships,86,Finland,Medium,2003,10,6
46,73.12,7,3363.52,2003-10-23,Ships,86,Sweden,Medium,2003,10,23
41,81.72,10,3350.52,2003-11-08,Ships,86,France,Medium,2003,11,8
32,89.46,7,2862.72,2003-11-14,Ships,86,UK,Small,2003,11,14
46,87.74,4,4036.04,2003-11-26,Ships,86,Spain,Medium,2003,11,26
28,100.0,6,2817.92,2004-01-09,Ships,86,USA,Small,2004,1,9
49,94.62,10,4636.38,2004-02-19,Ships,86,USA,Medium,2004,2,19
21,73.98,1,1553.58,2004-05-07,Ships,86,USA,Small,2004,5,7
32,84.3,15,2697.6,2004-06-24,Ships,86,Spain,Small,2004,6,24
34,98.06,2,3334.04,2004-07-21,Ships,86,Belgium,Medium,2004,7,21
21,98.06,4,2059.26,2004-08-20,Ships,86,Canada,Small,2004,8,20
21,96.34,13,2023.14,2004-09-15,Ships,86,Germany,Small,2004,9,15
31,83.44,7,2586.64,2004-10-14,Ships,86,USA,Small,2004,10,14
21,94.62,15,1987.02,2004-11-01,Ships,86,UK,Small,2004,11,1
25,45.86,5,1146.5,2004-11-10,Ships,86,Denmark,Small,2004,11,10
28,82.58,3,2312.24,2004-11-22,Ships,86,Belgium,Small,2004,11,22
43,64.97,6,2793.71,2004-12-02,Ships,86,Spain,Small,2004,12,2
22,86.74,5,1908.28,2005-01-31,Ships,86,Finland,Small,2005,1,31
37,93.01,5,3441.37,2005-03-01,Ships,86,Spain,Medium,2005,3,1
28,72.26,18,2023.28,2005-03-30,Ships,86,France,Small,2005,3,30
30,74.84,7,2245.2,2005-04-01,Ships,86,USA,Small,2005,4,1
44,73.98,1,3255.12,2005-05-06,Ships,86,USA,Medium,2005,5,6
25,100.0,13,2539.5,2003-01-29,Vintage Cars,104,Norway,Small,2003,1,29
43,100.0,1,4818.15,2003-03-25,Vintage Cars,104,USA,Medium,2003,3,25
30,97.39,13,2921.7,2003-05-28,Vintage Cars,104,Spain,Small,2003,5,28
20,90.06,2,1801.2,2003-07-16,Vintage Cars,104,Australia,Small,2003,7,16
26,100.0,10,2804.36,2003-09-19,Vintage Cars,104,Singapore,Small,2003,9,19
40,100.0,3,4900.8,2003-10-20,Vintage Cars,104,USA,Medium,2003,10,20
31,89.01,1,2759.31,2003-11-05,Vintage Cars,104,Italy,Small,2003,11,5
22,100.0,10,2488.2,2003-11-13,Vintage Cars,104,USA,Small,2003,11,13
23,100.0,2,2769.89,2003-11-21,Vintage Cars,104,Australia,Small,2003,11,21
30,100.0,8,3581.4,2003-12-05,Vintage Cars,104,Canada,Medium,2003,12,5
49,100.0,5,5285.14,2004-01-29,Vintage Cars,104,USA,Medium,2004,1,29
31,100.0,4,3181.53,2004-03-10,Vintage Cars,104,USA,Medium,2004,3,10
29,100.0,2,3340.51,2004-04-29,Vintage Cars,104,Spain,Medium,2004,4,29
37,84.82,2,3138.34,2004-06-14,Vintage Cars,104,USA,Medium,2004,6,14
38,100.0,11,4775.08,2004-07-19,Vintage Cars,104,Australia,Medium,2004,7,19
29,100.0,4,3006.43,2004-08-17,Vintage Cars,104,Italy,Medium,2004,8,17
23,100.0,13,2866.26,2004-09-08,Vintage Cars,104,Sweden,Small,2004,9,8
26,85.87,8,2232.62,2004-10-11,Vintage Cars,104,France,Small,2004,10,11
38,100.0,5,4457.02,2004-10-21,Vintage Cars,104,USA,Medium,2004,10,21
48,47.04,7,2257.92,2004-11-04,Vintage Cars,104,USA,Small,2004,11,4
40,39.8,18,1592.0,2004-11-17,Vintage Cars,104,UK,Small,2004,11,17
45,100.0,11,4948.2,2004-11-29,Vintage Cars,104,Australia,Medium,2004,11,29
44,100.0,4,5160.76,2004-12-10,Vintage Cars,104,USA,Medium,2004,12,10
21,94.22,5,1978.62,2005-01-20,Vintage Cars,104,USA,Small,2005,1,20
35,100.0,5,4288.2,2005-02-17,Vintage Cars,104,USA,Medium,2005,2,17
